Date of booking,Room type,Daily room rate,Occupancy status,Season,Special event indicator,Revenue generated,Guest satisfaction rating,Cancellation status
15-01-2022,Standard,220.87,Occupied,Off-Peak,0,11576.85,3,Completed
15-01-2022,Deluxe,309.47,Occupied,Peak,0,13689.82,3,Completed
15-01-2022,Standard,226.15,Occupied,Peak,0,12853.28,4,Completed
15-01-2022,Deluxe,240.56,Occupied,Peak,0,9634.46,4,Completed
15-01-2022,Suite,268.23,Occupied,Off-Peak,0,24625.57,2,Completed
15-01-2022,Deluxe,197.58,Occupied,Off-Peak,0,18944.47,5,Completed
16-01-2022,Standard,226.94,Occupied,Peak,0,21077.35,4,Completed
16-01-2022,Deluxe,352.76,Occupied,Off-Peak,0,8881.65,4,Completed
16-01-2022,Standard,201.95,Available,Peak,0,15904.69,3,Completed
16-01-2022,Deluxe,180.16,Occupied,Peak,0,17605.14,1,Completed
16-01-2022,Suite,252.75,Occupied,Peak,0,16353.78,5,Completed
16-01-2022,Standard,354.9,Available,Off-Peak,1,9198.13,3,Cancelled
16-01-2022,Suite,285.23,Occupied,Off-Peak,0,20377.5,4,Cancelled
16-01-2022,Suite,265.16,Occupied,Off-Peak,0,15607.75,4,Completed
16-01-2022,Standard,303.33,Occupied,Off-Peak,1,10225.18,4,Cancelled
16-01-2022,Standard,169.07,Occupied,Peak,0,5723.75,4,Cancelled
16-01-2022,Standard,337.1,Available,Off-Peak,0,18033.33,2,Completed
16-01-2022,Standard,328.76,Available,Peak,0,27252.28,3,Completed
16-01-2022,Standard,269.3,Occupied,Off-Peak,0,9923.73,4,Completed
16-01-2022,Deluxe,375.44,Occupied,Off-Peak,1,15852.24,4,Cancelled
16-01-2022,Standard,215.44,Occupied,Off-Peak,0,20552.49,3,Cancelled
16-01-2022,Standard,384.59,Available,Off-Peak,1,8651.74,2,Completed
16-01-2022,Suite,311.59,Available,Off-Peak,0,12600.22,1,Completed
16-01-2022,Standard,274.76,Occupied,Peak,1,10699.21,4,Cancelled
16-01-2022,Suite,298.51,Occupied,Off-Peak,0,19923.38,3,Completed
16-01-2022,Standard,291.96,Occupied,Peak,1,21627.61,2,Completed
16-01-2022,Standard,391.52,Occupied,Peak,1,15795.18,4,Completed
16-01-2022,Deluxe,219.25,Occupied,Off-Peak,0,10791.33,2,Completed
16-01-2022,Deluxe,242.81,Occupied,Off-Peak,0,12786.05,4,Completed
16-01-2022,Suite,377.72,Occupied,Peak,0,11847.51,3,Completed
17-01-2022,Deluxe,255.33,Available,Off-Peak,1,10113.66,5,Completed
17-01-2022,Suite,367.54,Available,Off-Peak,0,14489.81,2,Completed
17-01-2022,Standard,427.46,Occupied,Off-Peak,0,17874.13,3,Completed
17-01-2022,Standard,269.87,Occupied,Off-Peak,1,17451.29,5,Completed
17-01-2022,Deluxe,351.1,Available,Off-Peak,0,14958.84,3,Completed
17-01-2022,Suite,213.47,Occupied,Peak,0,15285.27,4,Completed
17-01-2022,Suite,356.6,Occupied,Off-Peak,0,14592.25,3,Completed
17-01-2022,Standard,314.96,Occupied,Off-Peak,0,8513.94,2,Completed
17-01-2022,Standard,335.48,Occupied,Off-Peak,0,15800.67,4,Completed
17-01-2022,Deluxe,251.58,Occupied,Off-Peak,0,12081.87,5,Completed
17-01-2022,Standard,175.42,Occupied,Peak,0,8263.28,3,Completed
17-01-2022,Suite,337.74,Occupied,Peak,0,16853.53,4,Cancelled
17-01-2022,Suite,145.24,Occupied,Peak,0,11941.35,4,Completed
17-01-2022,Standard,276.2,Occupied,Off-Peak,0,16138.77,3,Completed
17-01-2022,Deluxe,370.59,Occupied,Peak,0,19238.19,4,Completed
17-01-2022,Deluxe,314.39,Available,Peak,0,10248.81,3,Cancelled
17-01-2022,Standard,446.13,Occupied,Off-Peak,0,15460.61,3,Cancelled
17-01-2022,Suite,376.88,Occupied,Off-Peak,0,5947.89,3,Completed
17-01-2022,Deluxe,250.96,Occupied,Off-Peak,0,22662.67,5,Completed
17-01-2022,Suite,302.05,Occupied,Off-Peak,0,8204.67,3,Completed
17-01-2022,Standard,296.45,Occupied,Peak,0,12425.9,4,Completed
17-01-2022,Suite,181.34,Available,Peak,1,21691.9,2,Cancelled
17-01-2022,Standard,229.47,Occupied,Off-Peak,0,13827.39,3,Completed
17-01-2022,Standard,257.94,Occupied,Off-Peak,0,9013.01,4,Completed
18-01-2022,Suite,147.28,Available,Off-Peak,0,18565.37,4,Completed
18-01-2022,Standard,303.56,Occupied,Peak,1,18452.66,3,Completed
18-01-2022,Standard,281.32,Occupied,Peak,0,11834.07,3,Completed
18-01-2022,Suite,174.53,Occupied,Off-Peak,1,12375.37,5,Completed
18-01-2022,Suite,330.32,Occupied,Off-Peak,0,12822.96,2,Completed
18-01-2022,Deluxe,353.69,Available,Off-Peak,0,13964.88,4,Completed
18-01-2022,Deluxe,317.03,Occupied,Off-Peak,0,5535.14,4,Cancelled
18-01-2022,Standard,275.69,Occupied,Off-Peak,0,14092.88,4,Completed
18-01-2022,Standard,344.36,Available,Off-Peak,0,23919.57,5,Completed
18-01-2022,Standard,351.02,Occupied,Off-Peak,0,10520.15,4,Completed
18-01-2022,Deluxe,323.06,Occupied,Off-Peak,0,12082.53,3,Completed
18-01-2022,Deluxe,238.15,Occupied,Off-Peak,0,9081.91,3,Completed
18-01-2022,Deluxe,320.75,Occupied,Off-Peak,0,18060.81,3,Cancelled
18-01-2022,Deluxe,389.66,Available,Off-Peak,0,21015.99,1,Completed
18-01-2022,Standard,255.25,Available,Peak,0,20901.59,5,Completed
18-01-2022,Standard,457.35,Occupied,Off-Peak,1,8759.95,1,Cancelled
18-01-2022,Standard,260.58,Occupied,Off-Peak,0,17498.96,4,Completed
18-01-2022,Deluxe,302.43,Occupied,Peak,0,22168.75,4,Completed
18-01-2022,Standard,249.56,Occupied,Off-Peak,0,17548.32,5,Completed
18-01-2022,Suite,316.75,Occupied,Peak,0,17392.05,4,Completed
18-01-2022,Standard,169.33,Occupied,Off-Peak,0,12641.79,4,Completed
18-01-2022,Standard,259.05,Available,Off-Peak,0,16100.55,3,Completed
18-01-2022,Standard,218.09,Available,Peak,0,21181.59,4,Completed
18-01-2022,Deluxe,310.15,Occupied,Off-Peak,0,16641.04,3,Completed
19-01-2022,Deluxe,374.58,Occupied,Off-Peak,0,8758.63,5,Completed
19-01-2022,Standard,348.45,Occupied,Off-Peak,0,12719.79,2,Completed
19-01-2022,Standard,122.13,Available,Off-Peak,0,21046.4,3,Completed
19-01-2022,Deluxe,453.16,Available,Off-Peak,0,16623.72,3,Cancelled
19-01-2022,Standard,322.15,Available,Off-Peak,0,15595.31,4,Completed
19-01-2022,Suite,241.76,Occupied,Off-Peak,0,12229.92,4,Completed
19-01-2022,Deluxe,311.78,Occupied,Peak,1,20943,2,Cancelled
19-01-2022,Standard,313.21,Occupied,Off-Peak,0,23312.06,2,Cancelled
19-01-2022,Standard,249.99,Occupied,Peak,0,21315.95,3,Completed
19-01-2022,Suite,314.84,Occupied,Off-Peak,0,22212.96,3,Completed
19-01-2022,Standard,254.44,Occupied,Off-Peak,0,13206.47,4,Completed
19-01-2022,Standard,269.67,Occupied,Peak,1,12499.15,3,Completed
19-01-2022,Suite,248.53,Occupied,Off-Peak,1,14218.27,4,Completed
19-01-2022,Suite,192.55,Occupied,Peak,0,15192.87,3,Cancelled
19-01-2022,Suite,310.94,Occupied,Off-Peak,0,22155.1,5,Completed
19-01-2022,Deluxe,343.9,Occupied,Off-Peak,0,20829.43,3,Cancelled
19-01-2022,Standard,338.62,Occupied,Off-Peak,0,17692.35,4,Cancelled
19-01-2022,Standard,361.49,Occupied,Off-Peak,1,7844.07,4,Completed
19-01-2022,Deluxe,324.33,Occupied,Off-Peak,0,6559.89,3,Completed
19-01-2022,Deluxe,260.05,Occupied,Off-Peak,0,16202.31,3,Completed
19-01-2022,Standard,362.97,Available,Off-Peak,0,19401.32,3,Completed
19-01-2022,Suite,198.19,Occupied,Peak,0,14602.16,2,Completed
19-01-2022,Standard,232.45,Occupied,Off-Peak,1,24574.52,3,Completed
19-01-2022,Standard,227.68,Occupied,Off-Peak,0,9587.79,3,Cancelled
20-01-2022,Standard,381,Available,Off-Peak,0,8958.24,2,Completed
20-01-2022,Standard,370.71,Occupied,Peak,0,11678.6,3,Completed
20-01-2022,Standard,336.55,Occupied,Peak,0,11488.51,3,Completed
20-01-2022,Standard,380.39,Occupied,Off-Peak,1,17631.43,2,Completed
20-01-2022,Standard,234.05,Available,Peak,1,12891.44,2,Cancelled
20-01-2022,Deluxe,326.14,Available,Off-Peak,1,7260.8,4,Completed
20-01-2022,Deluxe,290.61,Occupied,Off-Peak,0,19457.89,4,Completed
20-01-2022,Deluxe,363.52,Available,Off-Peak,0,6200.24,5,Completed
20-01-2022,Suite,291.36,Available,Peak,0,9643.91,1,Completed
20-01-2022,Standard,271.13,Occupied,Off-Peak,0,6886.47,2,Completed
20-01-2022,Standard,340.57,Occupied,Off-Peak,0,16035.61,1,Completed
20-01-2022,Suite,365.71,Occupied,Off-Peak,0,15930.24,4,Completed
20-01-2022,Standard,249.87,Available,Off-Peak,0,24582.27,4,Completed
20-01-2022,Suite,295.42,Occupied,Peak,0,19569.13,3,Completed
20-01-2022,Standard,220.62,Available,Off-Peak,0,22208.23,4,Completed
20-01-2022,Suite,112.65,Occupied,Off-Peak,0,16443.05,4,Completed
20-01-2022,Standard,315.03,Occupied,Peak,1,10115.34,5,Completed
20-01-2022,Suite,345.67,Available,Peak,0,15640.54,2,Completed
20-01-2022,Deluxe,319.66,Occupied,Peak,0,17962.11,1,Completed
20-01-2022,Suite,153.78,Occupied,Peak,1,18519.04,3,Completed
20-01-2022,Standard,273.69,Occupied,Peak,0,12637.94,1,Completed
20-01-2022,Deluxe,133.62,Occupied,Off-Peak,0,17443.93,5,Cancelled
20-01-2022,Suite,402.73,Occupied,Off-Peak,0,10334.86,3,Completed
20-01-2022,Deluxe,218.55,Occupied,Off-Peak,0,9783.61,4,Completed
21-01-2022,Deluxe,394.16,Occupied,Off-Peak,0,9421.08,3,Completed
21-01-2022,Deluxe,370.94,Available,Off-Peak,1,15123.13,2,Completed
21-01-2022,Standard,232.46,Available,Off-Peak,0,9110.82,2,Completed
21-01-2022,Deluxe,215.04,Occupied,Off-Peak,0,12876.28,3,Completed
21-01-2022,Deluxe,326.28,Available,Off-Peak,0,19514.58,4,Cancelled
21-01-2022,Suite,236.68,Occupied,Off-Peak,0,9854.35,5,Completed
21-01-2022,Standard,307.69,Occupied,Off-Peak,0,12478.44,4,Cancelled
21-01-2022,Standard,263.79,Occupied,Peak,0,15358.16,4,Completed
21-01-2022,Suite,166.41,Available,Off-Peak,0,16234.43,1,Completed
21-01-2022,Suite,132.71,Available,Off-Peak,0,12503.55,5,Completed
21-01-2022,Standard,317,Occupied,Off-Peak,0,18934.3,1,Cancelled
21-01-2022,Deluxe,257.88,Occupied,Peak,0,17952.26,5,Completed
21-01-2022,Standard,258.52,Occupied,Off-Peak,0,20699.28,4,Completed
21-01-2022,Standard,352.19,Occupied,Peak,0,14591.99,2,Completed
21-01-2022,Standard,388.01,Occupied,Peak,0,12435.91,3,Completed
21-01-2022,Standard,279.56,Occupied,Peak,0,11586.84,5,Completed
21-01-2022,Deluxe,274.46,Available,Off-Peak,1,16535.14,3,Completed
21-01-2022,Standard,337.51,Occupied,Off-Peak,1,13114.22,3,Completed
21-01-2022,Suite,198.23,Available,Peak,0,12154.15,2,Completed
21-01-2022,Suite,316.74,Occupied,Off-Peak,0,12758.56,4,Completed
21-01-2022,Deluxe,341.39,Occupied,Peak,0,11581.55,1,Completed
21-01-2022,Deluxe,351.02,Available,Peak,0,15995.11,4,Completed
21-01-2022,Standard,154.74,Available,Off-Peak,0,7937.08,5,Completed
21-01-2022,Suite,242.9,Occupied,Peak,0,16515.08,5,Cancelled
22-01-2022,Deluxe,234.13,Occupied,Off-Peak,0,18382.74,2,Cancelled
22-01-2022,Standard,307.49,Available,Peak,0,12095.6,4,Completed
22-01-2022,Suite,336.06,Occupied,Peak,0,24610.18,1,Completed
22-01-2022,Suite,412.25,Occupied,Off-Peak,0,15088.11,4,Completed
22-01-2022,Suite,262.88,Occupied,Off-Peak,0,7193.29,5,Cancelled
22-01-2022,Deluxe,262.68,Available,Peak,0,13593.79,4,Cancelled
22-01-2022,Deluxe,386.23,Available,Off-Peak,0,15313.28,5,Completed
22-01-2022,Standard,322.24,Available,Off-Peak,1,17244.84,5,Completed
22-01-2022,Suite,395.07,Occupied,Off-Peak,0,13712.85,3,Completed
22-01-2022,Suite,321.65,Occupied,Peak,1,9942.15,4,Completed
22-01-2022,Standard,213.22,Occupied,Off-Peak,0,9525.1,1,Completed
22-01-2022,Standard,200.02,Available,Off-Peak,0,11732,3,Completed
22-01-2022,Standard,183.64,Occupied,Peak,0,12211.12,2,Completed
22-01-2022,Suite,349.65,Occupied,Off-Peak,0,9325.13,5,Cancelled
22-01-2022,Suite,389.14,Occupied,Off-Peak,0,11335.93,3,Completed
22-01-2022,Standard,438.7,Occupied,Off-Peak,0,18297.29,4,Completed
22-01-2022,Deluxe,363.23,Available,Off-Peak,0,23242.06,4,Completed
22-01-2022,Standard,387.21,Occupied,Off-Peak,0,18777.31,4,Completed
22-01-2022,Suite,256.5,Available,Off-Peak,0,21529.31,4,Completed
22-01-2022,Suite,213.27,Occupied,Off-Peak,1,19870.59,3,Cancelled
22-01-2022,Suite,363.76,Available,Off-Peak,0,19165.65,4,Completed
22-01-2022,Standard,331.33,Available,Off-Peak,0,13311.02,4,Cancelled
22-01-2022,Standard,308.06,Occupied,Peak,0,15704.55,4,Completed
22-01-2022,Standard,329.05,Available,Peak,0,12896.9,1,Completed
23-01-2022,Standard,324.24,Occupied,Off-Peak,0,13904.46,3,Completed
23-01-2022,Suite,396.29,Available,Peak,0,15340.84,5,Completed
23-01-2022,Suite,397.12,Available,Off-Peak,0,18567.83,3,Completed
23-01-2022,Suite,340.82,Available,Off-Peak,0,17116.62,3,Completed
23-01-2022,Suite,363.44,Occupied,Off-Peak,0,14190.85,2,Completed
23-01-2022,Deluxe,338.55,Occupied,Off-Peak,1,15277.69,2,Cancelled
23-01-2022,Deluxe,265.41,Occupied,Off-Peak,0,17167.32,2,Cancelled
23-01-2022,Suite,356.74,Occupied,Peak,0,18336.97,4,Completed
23-01-2022,Suite,195.41,Available,Off-Peak,0,7405.02,5,Cancelled
23-01-2022,Standard,379.04,Available,Peak,0,9613.06,3,Completed
23-01-2022,Standard,210.41,Available,Off-Peak,0,20536.55,3,Completed
23-01-2022,Standard,321.44,Occupied,Peak,0,14695.65,4,Completed
23-01-2022,Suite,236.61,Available,Peak,0,12879.62,3,Completed
23-01-2022,Deluxe,341.5,Available,Off-Peak,1,13682.5,5,Completed
23-01-2022,Standard,297.46,Available,Peak,0,13681.47,3,Completed
23-01-2022,Deluxe,180.39,Occupied,Off-Peak,1,17789.69,3,Cancelled
23-01-2022,Deluxe,331.55,Occupied,Off-Peak,0,9459.92,4,Completed
23-01-2022,Standard,256.66,Occupied,Peak,0,15123.89,4,Completed
23-01-2022,Standard,366.09,Occupied,Peak,0,16230.59,4,Completed
23-01-2022,Deluxe,300.1,Occupied,Off-Peak,0,16981.34,2,Completed
23-01-2022,Deluxe,329.66,Available,Off-Peak,0,16114.32,2,Completed
23-01-2022,Deluxe,228.18,Occupied,Off-Peak,0,17579.53,5,Completed
23-01-2022,Deluxe,255.8,Occupied,Peak,0,12136.52,5,Completed
23-01-2022,Suite,265.6,Occupied,Off-Peak,0,10290.99,1,Cancelled
24-01-2022,Deluxe,364.25,Available,Off-Peak,0,27285.02,5,Cancelled
24-01-2022,Deluxe,425.8,Available,Off-Peak,0,13493.68,4,Cancelled
24-01-2022,Suite,239.61,Available,Peak,0,14077.73,4,Completed
24-01-2022,Standard,380.76,Occupied,Off-Peak,0,18389.2,1,Cancelled
24-01-2022,Standard,137.27,Occupied,Peak,1,22980.45,4,Completed
24-01-2022,Standard,210.44,Available,Peak,0,12277.36,2,Completed
24-01-2022,Deluxe,228.09,Occupied,Off-Peak,0,10005.92,4,Completed
24-01-2022,Deluxe,198.56,Occupied,Off-Peak,0,8789.23,1,Completed
24-01-2022,Deluxe,181.23,Occupied,Off-Peak,1,22965.53,4,Completed
24-01-2022,Standard,330.97,Occupied,Off-Peak,0,9809.47,1,Cancelled
24-01-2022,Standard,283.94,Available,Off-Peak,0,14862.22,2,Completed
24-01-2022,Standard,328.46,Occupied,Off-Peak,0,10113.58,3,Cancelled
24-01-2022,Standard,351.79,Occupied,Off-Peak,0,7758.22,2,Completed
24-01-2022,Deluxe,319.92,Occupied,Off-Peak,0,13538.12,3,Completed
24-01-2022,Standard,349.33,Occupied,Peak,1,10311.07,3,Completed
24-01-2022,Standard,294.79,Occupied,Peak,0,11541.86,5,Completed
24-01-2022,Suite,210.98,Occupied,Off-Peak,1,25030.53,4,Cancelled
24-01-2022,Standard,379.34,Occupied,Off-Peak,0,17124.48,4,Completed
24-01-2022,Deluxe,255.82,Occupied,Peak,1,19657.35,2,Completed
24-01-2022,Deluxe,229.83,Occupied,Off-Peak,1,19123.3,3,Cancelled
24-01-2022,Standard,286.66,Occupied,Off-Peak,0,14495.7,2,Completed
24-01-2022,Deluxe,231.54,Occupied,Off-Peak,0,12801.41,4,Cancelled
24-01-2022,Suite,268.69,Occupied,Peak,0,16244.67,3,Completed
24-01-2022,Suite,325.8,Available,Peak,0,15842.25,4,Completed
25-01-2022,Standard,326.13,Occupied,Off-Peak,0,12155.97,3,Cancelled
25-01-2022,Suite,232.66,Occupied,Off-Peak,0,15649.24,5,Completed
25-01-2022,Standard,263.42,Occupied,Peak,0,11468.35,2,Completed
25-01-2022,Standard,380.57,Available,Peak,0,14142.71,1,Completed
25-01-2022,Standard,337.23,Occupied,Off-Peak,1,13323.58,4,Completed
25-01-2022,Suite,455.63,Occupied,Peak,0,8655.64,5,Completed
25-01-2022,Standard,388.51,Available,Off-Peak,0,3244.21,4,Completed
25-01-2022,Standard,385.82,Available,Off-Peak,0,10304.68,1,Cancelled
25-01-2022,Deluxe,195.91,Available,Peak,0,24020.52,4,Completed
25-01-2022,Standard,357.29,Occupied,Peak,0,13451.59,5,Completed
25-01-2022,Standard,296.02,Occupied,Off-Peak,0,18879.84,1,Completed
25-01-2022,Standard,258.68,Occupied,Peak,0,4377.77,2,Cancelled
25-01-2022,Standard,312.6,Available,Off-Peak,0,9958.57,5,Completed
25-01-2022,Standard,370.89,Occupied,Off-Peak,0,8227.55,5,Completed
25-01-2022,Standard,337.56,Occupied,Off-Peak,0,13988.5,4,Completed
25-01-2022,Deluxe,234.11,Available,Peak,0,27109.78,5,Completed
25-01-2022,Standard,355.68,Available,Peak,0,17301.19,1,Completed
25-01-2022,Standard,252.18,Available,Off-Peak,0,23478.06,4,Completed
25-01-2022,Suite,316.25,Available,Off-Peak,0,13727.82,4,Completed
25-01-2022,Standard,277.25,Available,Peak,1,21824.35,4,Completed
25-01-2022,Deluxe,283.59,Occupied,Off-Peak,0,25366.28,4,Completed
25-01-2022,Standard,357.47,Available,Off-Peak,0,14453.15,5,Cancelled
25-01-2022,Standard,221.99,Available,Off-Peak,0,12303.68,3,Completed
25-01-2022,Standard,445.89,Occupied,Peak,0,8410.95,1,Completed
26-01-2022,Standard,163.42,Occupied,Off-Peak,0,13454.7,3,Completed
26-01-2022,Standard,255.17,Available,Off-Peak,0,15409.48,4,Completed
26-01-2022,Standard,327.77,Occupied,Off-Peak,0,25154.77,2,Completed
26-01-2022,Standard,343.82,Available,Off-Peak,0,8525.13,5,Completed
26-01-2022,Standard,292.46,Occupied,Peak,0,15298.31,2,Completed
26-01-2022,Standard,295.7,Occupied,Peak,1,5928.46,1,Completed
26-01-2022,Standard,330.79,Occupied,Peak,0,12866.19,4,Completed
26-01-2022,Standard,282.67,Occupied,Off-Peak,0,16556.98,4,Cancelled
26-01-2022,Deluxe,404.49,Occupied,Off-Peak,0,17562.92,3,Completed
26-01-2022,Deluxe,362.95,Occupied,Peak,1,17945.12,4,Completed
26-01-2022,Standard,365.46,Occupied,Peak,0,16987.02,3,Completed
26-01-2022,Deluxe,227.54,Occupied,Peak,0,17902.11,2,Completed
26-01-2022,Deluxe,294.05,Occupied,Peak,0,15228.7,1,Cancelled
26-01-2022,Standard,277.47,Occupied,Off-Peak,0,9760.67,4,Completed
26-01-2022,Suite,224.58,Available,Peak,0,5741.72,3,Completed
26-01-2022,Suite,327.01,Occupied,Peak,0,12266.56,5,Completed
26-01-2022,Standard,259.68,Occupied,Off-Peak,0,14326.92,4,Cancelled
26-01-2022,Standard,349.16,Occupied,Off-Peak,0,21269.66,3,Cancelled
26-01-2022,Suite,219.74,Occupied,Off-Peak,0,14496.99,3,Cancelled
26-01-2022,Deluxe,428.93,Occupied,Peak,0,14017.15,2,Completed
26-01-2022,Standard,232.78,Occupied,Peak,0,16927.64,4,Completed
26-01-2022,Standard,316.45,Available,Off-Peak,0,13649.94,4,Completed
26-01-2022,Standard,359.39,Available,Peak,0,19052.71,4,Completed
26-01-2022,Standard,257.2,Available,Peak,0,24896.67,2,Cancelled
27-01-2022,Deluxe,363.94,Occupied,Off-Peak,1,25953.93,3,Completed
27-01-2022,Standard,207.81,Occupied,Off-Peak,0,15485.2,1,Cancelled
27-01-2022,Standard,408.91,Occupied,Peak,0,16684.46,3,Completed
27-01-2022,Deluxe,301.06,Available,Peak,0,22894.28,3,Completed
27-01-2022,Standard,255.27,Available,Off-Peak,0,14250.19,5,Completed
27-01-2022,Standard,277.56,Occupied,Peak,1,18395.96,4,Completed
27-01-2022,Deluxe,360.67,Occupied,Off-Peak,0,9324.2,4,Completed
27-01-2022,Suite,256.17,Occupied,Off-Peak,1,13445.8,3,Completed
27-01-2022,Deluxe,243.8,Available,Off-Peak,0,20780.57,2,Completed
27-01-2022,Deluxe,283.38,Available,Off-Peak,0,11409.02,3,Completed
27-01-2022,Standard,211.73,Occupied,Peak,1,14359.74,3,Completed
27-01-2022,Standard,436.54,Available,Peak,0,7128.95,4,Completed
27-01-2022,Deluxe,257.52,Occupied,Off-Peak,0,25028.84,3,Completed
27-01-2022,Standard,362.37,Available,Off-Peak,1,21315.14,5,Completed
27-01-2022,Standard,315.71,Available,Off-Peak,0,15940.5,5,Completed
27-01-2022,Standard,226.16,Available,Off-Peak,0,17537.56,3,Completed
27-01-2022,Standard,299.55,Occupied,Off-Peak,0,16979.49,4,Completed
27-01-2022,Standard,358.8,Occupied,Off-Peak,0,21921.56,4,Completed
27-01-2022,Standard,285.88,Occupied,Off-Peak,0,12406,2,Completed
27-01-2022,Standard,389.48,Occupied,Off-Peak,1,18661.34,5,Completed
27-01-2022,Standard,376.61,Available,Off-Peak,0,20387.08,2,Completed
27-01-2022,Suite,368.92,Occupied,Peak,0,21076.63,4,Cancelled
27-01-2022,Deluxe,265.53,Occupied,Off-Peak,1,3703.15,3,Completed
27-01-2022,Deluxe,219.01,Available,Off-Peak,0,12003.63,3,Completed
28-01-2022,Deluxe,253.98,Occupied,Peak,0,9904.15,3,Completed
28-01-2022,Standard,314.72,Occupied,Off-Peak,0,15747.94,5,Completed
28-01-2022,Standard,340.93,Occupied,Off-Peak,1,4919.85,2,Completed
28-01-2022,Deluxe,137.13,Occupied,Off-Peak,1,4771.89,1,Completed
28-01-2022,Deluxe,299.39,Occupied,Peak,0,25850.47,3,Completed
28-01-2022,Deluxe,311.86,Available,Off-Peak,1,18088.45,1,Completed
28-01-2022,Standard,279.18,Occupied,Peak,0,15605.05,4,Cancelled
28-01-2022,Standard,396.85,Available,Off-Peak,0,16818.36,4,Completed
28-01-2022,Standard,331.63,Occupied,Peak,1,15731.7,5,Cancelled
28-01-2022,Standard,398.26,Occupied,Off-Peak,0,19986.75,4,Completed
28-01-2022,Deluxe,283.8,Occupied,Off-Peak,0,11837.78,5,Completed
28-01-2022,Deluxe,370.31,Occupied,Peak,0,15933.07,4,Completed
28-01-2022,Standard,422.63,Occupied,Off-Peak,0,16137.11,5,Completed
28-01-2022,Suite,398.38,Occupied,Off-Peak,0,9765.71,2,Cancelled
28-01-2022,Deluxe,218.09,Occupied,Peak,0,21384.92,3,Cancelled
28-01-2022,Standard,280.97,Occupied,Peak,1,12771.62,5,Completed
28-01-2022,Standard,274.11,Occupied,Peak,1,20087.11,4,Cancelled
28-01-2022,Standard,336.69,Occupied,Peak,0,15574.56,5,Cancelled
28-01-2022,Standard,351.48,Available,Off-Peak,0,23167.92,1,Completed
28-01-2022,Standard,237.08,Available,Off-Peak,0,9793.1,5,Completed
28-01-2022,Standard,305.09,Occupied,Peak,0,9576.21,4,Completed
28-01-2022,Standard,148.51,Occupied,Off-Peak,0,10471.52,2,Cancelled
28-01-2022,Standard,408.15,Available,Off-Peak,0,15666.48,1,Completed
28-01-2022,Suite,261.57,Occupied,Peak,0,22707.34,3,Completed
29-01-2022,Standard,304.19,Available,Peak,0,22965.47,5,Cancelled
29-01-2022,Deluxe,276.78,Occupied,Peak,0,3450.16,4,Completed
29-01-2022,Standard,385.95,Available,Off-Peak,0,16248.54,5,Completed
29-01-2022,Suite,87.19,Occupied,Off-Peak,0,-1064.77,3,Completed
29-01-2022,Standard,298.75,Available,Off-Peak,0,18975.16,5,Completed
29-01-2022,Standard,292.06,Occupied,Peak,0,20590.85,3,Completed
